username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
TeslaCanuck,I make engaging Tesla videos on YouTube. https://t.co/wbXIibsHrf. Check out my Blog too! https://t.co/BgNvMFkBQN.,"Toronto, Ontario",282,409,867,2018-07-15 14:22:12,2020-07-06 01:48:35,4,"Tesla software 2020.24.6.4 on a 2017 Tesla Model X with MCU1 and HW3. The limits of MCU1 are becoming apparent.

https://t.co/g4FfIIA0NS

#teslamodelx #ModelX #tesla

@tesla_talks @trevlan006 @MFrunker","[{'text': 'teslamodelx', 'indices': [138, 150]}, {'text': 'ModelX', 'indices': [151, 158]}, {'text': 'tesla', 'indices': [159, 165]}]"
stoxline,"Stock technical analysis, top stock picks and stock ratings. Provided for informational purposes only, and is not intended for trading purposes.",USA,778,4011,16359,2011-05-21 01:35:52,2020-07-06 01:45:47,0,"#NASDAQ stocks to watch next week:
#Micron Technology Inc. ( $MU)
#Pinduoduo Inc. ( $PDD)
#Tesla Inc. ( $TSLA)
#Avis Budget Group Inc. ( $CAR)
#OPKO Health Inc. ( $OPK)
#Ayro Inc. ( $AYRO)
#Chembio Diagnostics Inc. ( $CEMI)
#Broadway Financial ( $BYFC)
https://t.co/sDgg02rUGX","[{'text': 'NASDAQ', 'indices': [0, 7]}, {'text': 'Micron', 'indices': [35, 42]}, {'text': 'Pinduoduo', 'indices': [66, 76]}, {'text': 'Tesla', 'indices': [90, 96]}, {'text': 'Avis', 'indices': [111, 116]}, {'text': 'OPKO', 'indices': [143, 148]}, {'text': 'Ayro', 'indices': [169, 174]}, {'text': 'Chembio', 'indices': [189, 197]}, {'text': 'Broadway', 'indices': [224, 233]}]"
updownside2,Finding the upside in the downside,,253,3,26,2020-04-29 23:19:36,2020-07-06 01:45:01,0,"People say how great #Tesla stock is but rarely have same sentiment for its products. Stock price is a forward indicator, heavily driven by optimism. Investors are optimistic about EVs-Tesla is first to do it. What happens when others enter the market? PS they already have...","[{'text': 'Tesla', 'indices': [21, 27]}]"
kevinouyang,Middle-aged millennial. Old soul.,NYC or ✈,433,258,7752,2009-03-20 23:51:21,2020-07-06 01:38:44,0,A different #Tesla today than when I bought shares for ~$140. They've got so many products that they broke their own site navigation! @elonmusk https://t.co/X9K6mSR4xe,"[{'text': 'Tesla', 'indices': [12, 18]}]"
MelaynaLokosky,"Federally recognized #SiliconValley #VC #startup #whistleblower, who proved the $JNJ #medtech #tech bubble popped in 2008. #TheSociopathicBusinessModel",Scottsdale (born Pittsburgh),2519,5361,88870,2014-05-29 04:18:45,2020-07-06 01:38:28,0,"Wow, Elon Musk really had his BIGGEST female Tesla fan in mind when creating these demeaning &amp; insulting women's short / shorts, octogenarian, Super Bon Bon.
Surely Musk no longer does ZERO market research after his previous SHORTcomings? 
$TSLA #Tesla https://t.co/1dkchEZVQ2","[{'text': 'Tesla', 'indices': [250, 256]}]"
georgia_orwell_,Skeptical sidekick in this ZIRP absurdity circus. $TSLAQ,,433,2014,1049,2019-10-30 18:26:45,2020-07-06 01:38:18,1,"Hear Ye! Hear Ye!

New TC's ChartCast available for your listening pleasure!

You Are There: At Musk's Pedo Trial

You Are There: Beach VolleyBall

You Are There: Shorty Ground Force Origins

Listen Up, Listen Now

#Tesla

https://t.co/HtmdIO0zQT",[]
JuanCamiloEE,Pro Marketing - Universidad de Medellin,Medellin,2596,471,941,2010-12-08 19:23:30,2020-07-06 01:37:41,1261,"Cybertruck inside Petersen Automotive Museum.
#tesla #Cybertruck https://t.co/2XaZoM40Ve","[{'text': 'tesla', 'indices': [62, 68]}, {'text': 'Cybertruck', 'indices': [69, 80]}]"
RobertDurant7,"Do your own research, posts are opinions only, not investment advice.  I trade actively , in and out.  Don't trade on my opinions",,108,1485,7910,2013-03-25 12:23:25,2020-07-06 01:34:51,1,"No Joke: Tesla Could Be Helping Make a Coronavirus Vaccine $TSLA , this is mega, making #Tesla a drug company $1500 https://t.co/3FuqCGMVmg","[{'text': 'Tesla', 'indices': [88, 94]}]"
zdsf_,"10/23/18  tue  🌙 🦕 - Dame Cicely  Veronica #Wedgwood: Discontent and disorder  [are] signs of energy and hope, Not of despair (   -----    )  #paperback  #book",https://reykjavik.is/en,8,0,15990,2013-09-06 12:45:50,2020-07-06 01:33:32,0,"1832
https://t.co/1Fts3KUl4H
#Tesla #ElonMusk #RonBaron
Ron Baron - Tesla to Earn $1 Trillion in Revenue in 10 Years
1833","[{'text': 'Tesla', 'indices': [29, 35]}, {'text': 'ElonMusk', 'indices': [36, 45]}, {'text': 'RonBaron', 'indices': [46, 55]}]"
may_ber00t,"iOS Developer 🧑🏻‍💻📱 Cyclist 🚵🏻 Skier ⛷ , Tesla, SpaceX fan!","New Jersey, USA",1352,388,65723,2015-09-03 13:17:59,2020-07-06 01:33:21,10,"Elon promises and delivers. Get them now while they’re short!
#Tesla #LikeTesla #ModelS #ModelX #ModelY #Model3 #Cybertruck 
https://t.co/A9rSCgigGr https://t.co/EwAYxlXToR","[{'text': 'Tesla', 'indices': [80, 86]}, {'text': 'LikeTesla', 'indices': [87, 97]}, {'text': 'ModelS', 'indices': [98, 105]}, {'text': 'ModelX', 'indices': [106, 113]}, {'text': 'ModelY', 'indices': [114, 121]}, {'text': 'Model3', 'indices': [122, 129]}]"
WouterHermans,"Husband, dad, EV driver, ICT infrastructure solutions architect, HAM enthusiast, 🚗🔌⚡️🔋🏍🍏⌚️📱💻🍳🥓🍔🌯🦆🇧🇪🇪🇺",Belgium,798,270,5877,2008-12-29 00:23:03,2020-07-06 01:31:51,5,Simon parks his #Tesla #ModelY next to the upcoming Ford #MachE for a size comparison https://t.co/h1XLye40B5,"[{'text': 'Tesla', 'indices': [34, 40]}, {'text': 'ModelY', 'indices': [41, 48]}, {'text': 'MachE', 'indices': [75, 81]}]"
care_DIR,Care & Support Handle for @digitalroars,WorldWideWeb,675,604,29368,2020-04-18 11:26:48,2020-07-06 01:31:27,1,"Can a giant like JIO be so stupid to copy #zoom's exact UI? OFCOURSE NOT!
They did it ON PURPOSE.
No publicity is bad publicity.
I know about #tesla &amp; #jio doing this #PR trick.
Who else have you seen doing this?

https://t.co/wXQk6q1c50 https://t.co/IC7RCkzXnI","[{'text': 'zoom', 'indices': [63, 68]}]"
PollsTesla,Poet for TC’s ChartCast. Voice Artist for TC’s ChartCast. Ex-Navy Submariner https://t.co/T7Pqb6iFYM,Planet Earf,1667,1716,28469,2018-06-24 11:20:58,2020-07-06 01:28:15,1,"Hear Ye! Hear Ye!

New TC's ChartCast available for your listening pleasure!

You Are There: At Musk's Pedo Trial

You Are There: Beach VolleyBall

You Are There: Shorty Ground Force Origins

Listen Up, Listen Now

#Tesla

https://t.co/HtmdIO0zQT","[{'text': 'Tesla', 'indices': [215, 221]}]"
anuarbekiman,Realtor @Compass by day ☀️ | Tesla Geek @TeslaGeeksShow by night 🌚 | Investor @Tesla always ⚡️ | Engineer @UTAustin 🤘| VP @AustinTeslaClub 🚀,"Austin, TX",662,1019,4543,2012-04-07 18:26:39,2020-07-06 01:26:54,6,"Did I just buy #tesla short shorts. - Yes.

Am I going to wear them. - Also Yes.

Do I care who sees. - No.

Do I love how they were $69.420. - Of course.

Next I need some Teslaquila to drink while wearing these short shorts on these summer days. @elonmusk any update? ☀️🩳🍹 https://t.co/atEN9nyP29","[{'text': 'tesla', 'indices': [35, 41]}]"
TeslaS3XY_,"Took delivery on 3/23/19. Mid Range (264 miles), white interior, aero wheels⚡️FSD IG: TeslaS3XY_","Los Angeles, CA",54,16,51,2020-05-27 18:04:18,2020-07-06 01:23:24,0,Slow supercharger⚡️Keep dropping speeds. Maybe because the station is full? #Supercharger #Tesla #TeslaModel3 #Electric https://t.co/ImuCZEScnQ,"[{'text': 'Supercharger', 'indices': [76, 89]}, {'text': 'Tesla', 'indices': [90, 96]}, {'text': 'TeslaModel3', 'indices': [97, 109]}, {'text': 'Electric', 'indices': [110, 119]}]"
Fabricio2203,CEO BNN Hot air balloon construction special shape,"São Paulo, Brasil",534,78,516,2015-11-04 14:16:50,2020-07-06 01:23:16,0,"I already ordered mine just to pay, after a pandemic a good job, but I'll pay more. #tesla https://t.co/tIUg2pxM4R","[{'text': 'tesla', 'indices': [84, 90]}]"
TeslaKauai,Sub chapter of the Tesla Owners Club of Hawaii @teslahawaiiclub .Tesla Owners and enthusiasts in Kauai 🤙🌴DM us with any questions about the club.,"Koloa, HI",345,176,89,2019-11-01 21:50:48,2020-07-06 01:18:33,1,Great family vacation at the amazing @KahalaResort and driving “STARDUST” @tesla model 3 from @weedrivetesla @teslahawaiiclub #dolphins #gohawaii #tesla https://t.co/VXSoV0AzEA,[]
KhalidxAlAli,"مهندس ومخترع ومصور=أتعلم بمدرسة الحياة .Inventor,Engineer,Innovator and Photographer = New days means to learn more and invent good things for humanity.🇸🇦🇦🇪",UAE,4560,2805,75294,2011-03-18 06:24:03,2020-07-06 01:18:31,31,"#AI #autonomousdriving #Tesla #innovation 

This is What Tesla's Autopilot Really Sees on The Roads Eyes

by @UNILADTECH TY, MT @sebbourguignon 

https://t.co/PYxMKYtXGr","[{'text': 'AI', 'indices': [18, 21]}, {'text': 'autonomousdriving', 'indices': [22, 40]}, {'text': 'Tesla', 'indices': [41, 47]}, {'text': 'innovation', 'indices': [48, 59]}]"
c_labrinos,,,8,324,52542,2020-05-01 16:59:07,2020-07-06 01:18:13,1,$TSLA Here's 1 hour chart from 6/26 update. Showing initial reaction higher from blue box area #Elliottwave #Trading #Tesla https://t.co/fFWFA9GLmD,"[{'text': 'Elliottwave', 'indices': [111, 123]}, {'text': 'Trading', 'indices': [124, 132]}, {'text': 'Tesla', 'indices': [133, 139]}]"
bhattidaud,Partner & Senior Analyst @ ElliottWave Forecast. Covering 50+ instruments in 4 time frames. Free 14 day Trial: https://t.co/A1lBlhoiUU,United Kingdom,20,6854,81291,2010-02-01 00:11:40,2020-07-06 01:15:00,1,$TSLA Here's 1 hour chart from 6/26 update. Showing initial reaction higher from blue box area #Elliottwave #Trading #Tesla https://t.co/fFWFA9GLmD,"[{'text': 'Elliottwave', 'indices': [95, 107]}, {'text': 'Trading', 'indices': [108, 116]}, {'text': 'Tesla', 'indices': [117, 123]}]"
enrirosasdiaz,"Nuevo Paradigma Económico para la Humanidad. 
Nueva Arquitectura Financiera Mundial. ¡ N0 a la W.W.III!
Prevalencia  Leyes Ontológicas  evolución Universo.",Lima - Perú.,5001,1243,229294,2013-07-04 01:10:24,2020-07-06 01:14:49,31,"#AI #autonomousdriving #Tesla #innovation 

This is What Tesla's Autopilot Really Sees on The Roads Eyes

by @UNILADTECH TY, MT @sebbourguignon 

https://t.co/PYxMKYtXGr","[{'text': 'AI', 'indices': [18, 21]}, {'text': 'autonomousdriving', 'indices': [22, 40]}, {'text': 'Tesla', 'indices': [41, 47]}, {'text': 'innovation', 'indices': [48, 59]}]"
johnoscott,Aussie Software Engineer based in Sydney specialising in front-end developer and data viz.,Sydney,956,181,460,2007-09-14 23:53:09,2020-07-06 01:14:41,0,"@elonmusk now that the market seems to finally believe that $TSLA can save the world, how about a 10-1 stock split so that everyday people can afford to invest in a clean future ? #Tesla","[{'text': 'Tesla', 'indices': [180, 186]}]"
TheJustinLester,"Loving life, building generational wealth for my family!",Indiana,3,25,29,2013-12-20 22:16:14,2020-07-06 01:12:55,0,@elonmusk how many likes on TikTok do I need for a free Tesla? #coronavirusstruggles #2020VISION #tesla,"[{'text': 'coronavirusstruggles', 'indices': [63, 84]}, {'text': '2020VISION', 'indices': [85, 96]}, {'text': 'tesla', 'indices': [97, 103]}]"
PSTimPride,"Love my pups, great food, travel & my husband! Anything retweeted isn't adopted as statement of fact. #JoeBiden2020 #BlackLivesMatter","Palm Springs, CA",1590,1373,87949,2009-03-29 03:00:21,2020-07-06 01:12:45,0,#Tesla Reportedly Knew Of The Model S' Faulty Battery Since 2012 https://t.co/nViHJZUnOx,"[{'text': 'Tesla', 'indices': [0, 6]}]"
MainstreamNews,"Pragmatic Idealist Vegan. I post headlines, videos & comment. #TYTLive. Death 2 Fascism/Speciesism. Be warned, Im negative -CapAriSco- RTs, Likes ≠ endorsement.",News/Politics/Business/Tech,749,32396,89926,2009-10-05 06:16:03,2020-07-06 01:12:36,0,Advisory Firm Urges Tesla Shareholders to Oust @ElonMusk From Board https://t.co/C85zhRJJUd #business #Tesla,"[{'text': 'business', 'indices': [92, 101]}, {'text': 'Tesla', 'indices': [102, 108]}]"
TrdngDrivatives,"We invest in leverage products in stable stock indexes: sprinters, speeders and turbos. Follow us now.",The Netherlands,740,1036,194066,2014-03-11 13:28:00,2020-07-06 01:11:21,5,Tesla’s meteoric rise in the past year has left the other popular FAANG stocks and Microsoft way behind. #stocks #markets #economy #investing #financialservices #tesla #makemoney #faang #fang #microsoft #facebook #apple #amazon #alphabet #google #netflix https://t.co/VW2ivumTUd,"[{'text': 'stocks', 'indices': [124, 131]}]"
vm_one1,"MX Raven. #TeamTesla, #TeamElon and #Climate.

https://t.co/AqlNMGz4v8. Tesla Owners Phx @crewtesla

No politics please 😁.","Phoenix, AZ",1701,1450,6723,2016-02-21 02:12:48,2020-07-06 01:06:49,1,"@SarahRafeh - your excitement is refreshing. Congrats on your #tesla and welcome.

$tsla - watch the video below.

@elonmusk https://t.co/6CycVN4zPT","[{'text': 'tesla', 'indices': [62, 68]}]"
LuisCarlosN,ecléctico,México D.F.,648,228,42640,2010-02-01 06:30:55,2020-07-06 01:06:29,5,Tesla’s meteoric rise in the past year has left the other popular FAANG stocks and Microsoft way behind. #stocks #markets #economy #investing #financialservices #tesla #makemoney #faang #fang #microsoft #facebook #apple #amazon #alphabet #google #netflix https://t.co/VW2ivumTUd,"[{'text': 'stocks', 'indices': [124, 131]}]"
LeighCowan,"Share & improve business efficiency, productivity & standards of #Marketing: Destroy the notion it is just advertising & promotions. SEE: https://t.co/RNGy4G2P01",Sydney AUSTRALIA,3525,5157,4028,2009-04-01 22:44:45,2020-07-06 01:05:44,0,The year's most unsurprising fact: #Tesla is now the world's top carmaker BECAUSE they saw the growing trend in market needs and wants! https://t.co/s9O7AB7Jg8,"[{'text': 'Tesla', 'indices': [35, 41]}]"
KauaiTesla,Model 3 owner on Kauai Hawaii. 🤙 Mahalo!,"Koloa, HI",1097,128,384,2019-01-08 18:42:15,2020-07-06 01:05:36,1,Great family vacation at the amazing @KahalaResort and driving “STARDUST” @tesla model 3 from @weedrivetesla @teslahawaiiclub #dolphins #gohawaii #tesla https://t.co/VXSoV0AzEA,"[{'text': 'dolphins', 'indices': [126, 135]}, {'text': 'gohawaii', 'indices': [136, 145]}, {'text': 'tesla', 'indices': [146, 152]}]"
joshluberisse,"Data Scientist, ML and AI geek, Cloud Computing, GCP, AWS, and InfoSec. CTO @neuromorph #ML #AI #BigData (RTs not endorsement)",,2615,428,3827,2014-06-04 11:27:49,2020-07-06 01:02:26,803,I want to thank @elonmusk for the shorts. He is a man of his word!  They did come with some manufacturing defects. #tesla https://t.co/qsYfO8cbkp,"[{'text': 'tesla', 'indices': [129, 135]}]"
NicholasLars0n,"A flatlander looking for any excuse to travel the world. At home I’m a petrolhead, boardgamer, Mac admin, and taco devourer ...care for the salt below.","Bloomington, IL",328,233,3793,2008-09-07 07:33:20,2020-07-06 01:02:11,0,"#Tesla #S3XY #shorts 
Only $69.420 
🤓🤣😆 https://t.co/TEMphnLfWL","[{'text': 'Tesla', 'indices': [0, 6]}, {'text': 'S3XY', 'indices': [7, 12]}, {'text': 'shorts', 'indices': [13, 20]}]"
realrohitroy,Trader+Investor. $JPM alum. Sports enthusiast. Country music junkie. Thinker. Motivator. Watch out for sarcasm. RT/likes ≠ endorsements.,"New York, NY",213,1535,3744,2018-11-03 16:06:54,2020-07-06 01:01:21,5,Tesla’s meteoric rise in the past year has left the other popular FAANG stocks and Microsoft way behind. #stocks #markets #economy #investing #financialservices #tesla #makemoney #faang #fang #microsoft #facebook #apple #amazon #alphabet #google #netflix https://t.co/VW2ivumTUd,"[{'text': 'stocks', 'indices': [124, 131]}]"
leadlagreport,"Risk-On/Risk-Off Portfolio Manager. Award Winning Author. Publisher Of The Lead-Lag Report. Warned Of Stock Market Crash Feb. 27, And Melt-Up Bubble March 31.","New York, NY",2644,158961,9423,2010-12-17 18:30:45,2020-07-06 01:00:33,5,Tesla’s meteoric rise in the past year has left the other popular FAANG stocks and Microsoft way behind. #stocks #markets #economy #investing #financialservices #tesla #makemoney #faang #fang #microsoft #facebook #apple #amazon #alphabet #google #netflix https://t.co/VW2ivumTUd,"[{'text': 'stocks', 'indices': [105, 112]}, {'text': 'markets', 'indices': [113, 121]}, {'text': 'economy', 'indices': [122, 130]}, {'text': 'investing', 'indices': [131, 141]}, {'text': 'financialservices', 'indices': [142, 160]}, {'text': 'tesla', 'indices': [161, 167]}, {'text': 'makemoney', 'indices': [168, 178]}, {'text': 'faang', 'indices': [179, 185]}, {'text': 'fang', 'indices': [186, 191]}, {'text': 'microsoft', 'indices': [192, 202]}, {'text': 'facebook', 'indices': [203, 212]}, {'text': 'apple', 'indices': [213, 219]}, {'text': 'amazon', 'indices': [220, 227]}, {'text': 'alphabet', 'indices': [228, 237]}, {'text': 'google', 'indices': [238, 245]}, {'text': 'netflix', 'indices': [246, 254]}]"
evereeze,"neuteup manehna dina lolongkrang kiceup..

ujug-ujug bapana nyangsangkeun peuruep..

padahal awewena okos bueuk..

#emank abdi keur no-ong bueuk..#

 😜🙏😂",indonesia,1934,401,75873,2010-10-13 08:51:15,2020-07-06 00:58:50,4,"This is what the road looks like to Tesla’s autopilot algorithm:

#Tesla #Mobility #SelfDriving https://t.co/vVqOuCrvIO","[{'text': 'Tesla', 'indices': [80, 86]}, {'text': 'Mobility', 'indices': [87, 96]}, {'text': 'SelfDriving', 'indices': [97, 109]}]"
TeslaS3XY_,"Took delivery on 3/23/19. Mid Range (264 miles), white interior, aero wheels⚡️FSD IG: TeslaS3XY_","Los Angeles, CA",54,16,51,2020-05-27 18:04:18,2020-07-06 00:58:00,0,A quick charge before heading home. #Tesla #Model3 #Supercharge https://t.co/UpO1QHQHr1,"[{'text': 'Tesla', 'indices': [36, 42]}, {'text': 'Model3', 'indices': [43, 50]}, {'text': 'Supercharge', 'indices': [51, 63]}]"
ZenrudMB,,,29,54,8754,2017-07-20 21:40:25,2020-07-06 00:57:48,0,Fiat will effectively fund Tesla’s German factory https://t.co/PPYMSqhpj6 #Fiat #Tesla,"[{'text': 'Fiat', 'indices': [74, 79]}, {'text': 'Tesla', 'indices': [80, 86]}]"
ward069,TELSA Model 3 TURO Renter in Omaha NE. Tesla and SpaceX enthusiast and all around respect for how Elon Musk is changing the world by creating his blue ocean.,"Papillion, NE",76,40,477,2016-08-07 01:16:52,2020-07-06 00:57:39,0,"@elonmusk when can we get more power available to us in our #tesla Model 3, AWD. Love the AC, would like more hp 👊🏼","[{'text': 'tesla', 'indices': [60, 66]}]"
quantability1,"The #trading instrument for quantifying #stockmarket movements.

Disclaimer: https://t.co/W8uRFRJ67P",,46,46,141,2019-12-05 16:50:50,2020-07-06 00:54:10,0,"Summer Sale:

Find stocks that are quantitatively likely to move based on their technical conditions for less through July 5th!

$SPY $TSLA $WKHS $SHOP $AMZN #StockMarket #trading #investing #swingtrading #stocks #stockstowatch #Tesla https://t.co/WL5QGqf5oh","[{'text': 'StockMarket', 'indices': [158, 170]}, {'text': 'trading', 'indices': [171, 179]}, {'text': 'investing', 'indices': [180, 190]}, {'text': 'swingtrading', 'indices': [191, 204]}, {'text': 'stocks', 'indices': [205, 212]}, {'text': 'stockstowatch', 'indices': [213, 227]}, {'text': 'Tesla', 'indices': [228, 234]}]"
Mandelamen,"MS born, grew up in Indianapolis, went2 Indiana University,campus activist(w/friend org 1st Afrikan/AA stdt org),KKK threatened2 come get us;news/politix junkie","Los Angeles, CA",4939,3948,300831,2010-04-20 15:57:38,2020-07-06 00:52:32,4,Does #Tesla have an ambitious plan to not use #cobalt in the battery accounting for an astonishing 40 percent of the car’s total value? https://t.co/f6ljx7hK94,"[{'text': 'Tesla', 'indices': [19, 25]}, {'text': 'cobalt', 'indices': [60, 67]}]"
AspiringOwner,"Hello Tesla Owners/Enthusiasts Non-Tesla Owner here, but with the help of the Internet, I hope to join your club soon! Please consider donating $5! 🙏🏼❤️",USA,51,8,14,2020-07-05 18:39:37,2020-07-06 00:51:39,0,"Got my #Tesla booty short shorts! Lmao! Now please Tesla fam, owners and, enthusiasts help me reach my goal of owning a #Model3 all for as little as the price of a Starbucks coffee ($5)! 
https://t.co/AG34rAq5zf https://t.co/vcxRIN4YQ4","[{'text': 'Tesla', 'indices': [7, 13]}, {'text': 'Model3', 'indices': [120, 127]}]"
fen_ster,"urm, errr, ahhh, eh? These views are my own - don’t like them - block me. 17.","Midlands, UK",56,106,1476,2008-05-09 10:09:21,2020-07-06 00:51:01,0,"So... Nikola Tesla... is Superman? Well; shares the same origin story.
#mindblown #qanon #tesla #NikolaTesla","[{'text': 'mindblown', 'indices': [71, 81]}, {'text': 'qanon', 'indices': [82, 88]}, {'text': 'tesla', 'indices': [89, 95]}, {'text': 'NikolaTesla', 'indices': [96, 108]}]"
az_cardsgirl,"✝️ First , Proud 🇺🇸 American, Proud Military Spouse, Proud Mother and Grandmother. I love my life!","Washington, USA",106,33,276,2018-08-04 01:40:17,2020-07-06 00:49:48,0,I asked my 10yr granddaughter what’s she saving all her allowance money for and she said a #Tesla she has good taste @elonmusk,"[{'text': 'Tesla', 'indices': [91, 97]}]"
NevanRead,I am 23 years old and I have many interests. Which includes Tesla and Space X,"Shoreline, WA",122,45,5152,2015-04-17 05:43:07,2020-07-06 00:48:04,5,Sunset #tesla https://t.co/K2RHxopoBa,"[{'text': 'tesla', 'indices': [26, 32]}]"
BrianSwails,I love Tesla and I LOVE the Skin that I’m In!! TESLA OWNERS CLUB NY PLAID MEMBER U SHOULD BE 2!,NY,303,156,7053,2019-02-26 15:12:14,2020-07-06 00:39:07,1,Did anyone check the size chart before ordering #Tesla short shorts?  https://t.co/I2ceoXf71a,"[{'text': 'Tesla', 'indices': [65, 71]}]"
B_Energized,⚡️Electric Vehicle Educator⚡️,"Cleveland, OH",1138,643,2489,2019-04-15 21:39:13,2020-07-06 00:39:03,14,Hilden #supercharger . #future The biggest chargingstation of Europe. Compliments #fastned #tesla https://t.co/eBlUFIDeHP,"[{'text': 'supercharger', 'indices': [28, 41]}, {'text': 'future', 'indices': [44, 51]}, {'text': 'fastned', 'indices': [103, 111]}, {'text': 'tesla', 'indices': [112, 118]}]"
Leetaur,Lots of Awesomeness,,104,59,313,2011-08-25 16:55:36,2020-07-06 00:38:16,0,"My Infinity broke down at buc-ees, Luling Texas, wish I had driven my #Tesla #ElonMusk","[{'text': 'Tesla', 'indices': [70, 76]}, {'text': 'ElonMusk', 'indices': [77, 86]}]"
weedrivetesla,"Tesla Rental//Oahu,HI ModelS P100D Model3 ModelX P100D @weedrivetesla","Hawaii, USA",194,359,929,2019-05-25 06:50:12,2020-07-06 00:37:53,0,"If you book with us you may see us wearing these in the near future!However, Jeremy is 6’3” 210lbs. Not sure if the large is going to fit! 😂Orders are in and ready to rock though!! 🌺😬🤙🏼🔥 #shortyshorts #tesla #luckywelivehawaii @elonmusk https://t.co/SRk1x1qSaF","[{'text': 'shortyshorts', 'indices': [187, 200]}, {'text': 'tesla', 'indices': [201, 207]}, {'text': 'luckywelivehawaii', 'indices': [208, 226]}]"
LDknepper,"Health, Wellness, Wine, Traveling,  Photography, FOG-Follower of God, Luv Horses, Animals Dogs...Farms #MAGA #Conservative #Right2BearArms #WG1WGA",,13874,12632,233483,2012-07-10 22:40:13,2020-07-06 00:37:08,5,"#NikolaTesla's theory of using #AlternatingCurrent to supply power to American homes is still in use today, but #ThomasEdison did his best to try and stop #Tesla from succeeding

https://t.co/Xe2YWrlx0l

#Q #QAnon #TheGreatAwakening #WWG1WGA #WeAreTheNewsNow #July4th2020 #July4th","[{'text': 'NikolaTesla', 'indices': [21, 33]}, {'text': 'AlternatingCurrent', 'indices': [52, 71]}]"
italy982,"I build stuff out of 🐍 and in the ☁️.

let's get free⚡. https://t.co/NJ5HvxKJ64

#YANGGANG #TSLA #HOLDER","California, USA",131,38,1307,2012-01-03 18:56:28,2020-07-06 00:36:54,7,Happy 4th everyone! 🇺🇸 #tesla #model3 @Tesla @elonmusk #4thofJuly https://t.co/J1arcRleXG,"[{'text': 'tesla', 'indices': [44, 50]}, {'text': 'model3', 'indices': [51, 58]}, {'text': '4thofJuly', 'indices': [76, 86]}]"
Kristennetten,At the foot of the mountain .. though not verifiable Tesla/ SpaceX✨Clean Earth ✨🍀 “Tesla is ♥️” Wannabe “Vigilante of love & voice for the voiceless”,Pacific ⬆️⬅️ ,3394,13367,62508,2018-04-16 01:07:39,2020-07-06 00:31:11,6,"Did I just buy #tesla short shorts. - Yes.

Am I going to wear them. - Also Yes.

Do I care who sees. - No.

Do I love how they were $69.420. - Of course.

Next I need some Teslaquila to drink while wearing these short shorts on these summer days. @elonmusk any update? ☀️🩳🍹 https://t.co/atEN9nyP29","[{'text': 'tesla', 'indices': [35, 41]}]"
Bodhisa06867749,#NVLD #Buddhism 🌟Splitting timelines: Choose a Path 🌟  🌎 @POTUS 🌍 @KingJohnUK #QAnons,United States of America,165,625,30316,2020-02-20 17:27:10,2020-07-06 00:30:48,5,"#NikolaTesla's theory of using #AlternatingCurrent to supply power to American homes is still in use today, but #ThomasEdison did his best to try and stop #Tesla from succeeding

https://t.co/Xe2YWrlx0l

#Q #QAnon #TheGreatAwakening #WWG1WGA #WeAreTheNewsNow #July4th2020 #July4th","[{'text': 'NikolaTesla', 'indices': [21, 33]}, {'text': 'AlternatingCurrent', 'indices': [52, 71]}]"
ghost_scot,I mainly retweet Tesla complaints. Used to be a TSLA fanboy. Click on the hashtags pinned to my profile to see how widespread the issues with this company are.,,1720,1564,18364,2019-10-17 22:04:24,2020-07-06 00:30:12,3,Hey @Tesla: SHITTY service for your #Tesla customers in need in Germany: 45 minutes to get someone on the phone 😬. #Fail,"[{'text': 'Tesla', 'indices': [53, 59]}, {'text': 'Fail', 'indices': [132, 137]}]"
PEIEVGUY,"Living the good life in Prince Edward Island @Tesla #Model3 SR+ Please follow my #EV adventures on @Youtube, IG & FB!","Prince Edward Island, Canada",391,126,467,2018-02-10 17:46:01,2020-07-06 00:29:44,0,Finally! New vlog about 1 Year With Our Tesla Model 3! https://t.co/JSfuolm3sX Check it out! #Tesla #model3 #electricvehicles #EVs #PEI PrinceEdwardIsland https://t.co/W6YrwDbFqC,"[{'text': 'Tesla', 'indices': [93, 99]}, {'text': 'model3', 'indices': [100, 107]}, {'text': 'electricvehicles', 'indices': [108, 125]}, {'text': 'EVs', 'indices': [126, 130]}, {'text': 'PEI', 'indices': [131, 135]}]"
NevanRead,I am 23 years old and I have many interests. Which includes Tesla and Space X,"Shoreline, WA",122,45,5152,2015-04-17 05:43:07,2020-07-06 00:28:38,1,"FYI, I AM NOT @BenSullins. 

NOR DO I WANT TO BE HIM WHATSOEVER. 

$TSLA #Tesla","[{'text': 'Tesla', 'indices': [92, 98]}]"
RichardKeppler1,Please note: all offensive tweets were not written by me but by my editor. Bloomberg is Satan.,San Junipero,5598,5098,2578,2013-02-12 18:56:16,2020-07-06 00:28:14,4,".⁦@elonmusk⁩ Elon Musk's ex-wife denies claims Ghislaine Maxwell procured her as a child bride for the @Tesla CEO

$TSLA $TSLAQ #Tesla #ElonMusk #GhislaineMaxwell  https://t.co/0vSEmsFjpQ",[]
